Name,FT,FT,PT,PT,MAE,MAE,MSE,MSE,MAPE,MAPE,ME,ME,i
Param,Mean,Std,Mean,Std,Mean,Std,Mean,Std,Mean,Std,Mean,Std,
"LR(6)[SolarDay%,qACId(7)]",0.17511725425720215,0.0,0.0003289731432136387,9.222815033908979e-06,0.581184125633441,0.3013340649097762,1.3591679129543364,1.1831028033168065,259292237269188.8,741083903775274.0,3.514293499224996,1.5345344128390623,5
"DT[SolarDay%,qACId(7)]",0.19550108909606934,0.0,0.00026409473259800985,2.6930457710806307e-05,0.7342168567618186,0.3837129378294405,2.7190918776668003,1.8450649800499577,216712961540311.44,712793576874793.2,6.678119138335767,2.0290281995089527,5
"RF[SolarDay%,qACId(7)]",11.53860330581665,0.0,0.01148364537273609,0.0019833097565553695,0.638619061846634,0.3266187418830167,1.9356865633365323,1.3961361175684976,220562412675053.6,719455137989549.0,5.590762488952067,1.671390446622844,5
"tf::LSTM(10,10)[y,qACId(7)]*n=10,step=2",17.045191526412964,0.0,0.05279211612797049,0.04903815365417165,0.6025628493007625,0.41394941237398614,1.6694700207817925,1.764276573237073,118271377219282.88,167542400188126.7,4.114985588965014,2.3864039825902097,5
"tf::LSTM(10,10)[y,qACId(7)]*n=10,step=28",17.425524711608887,0.0,0.04802368743173923,0.06846353140051865,0.6223284231788127,0.42610817800222905,1.8721337988078084,2.02584186457142,131092657727142.22,187760045659722.88,4.291551131994108,2.3434888593356002,5
"tf::LSTM(20,10)[y,qACId(7)]*n=20,step=28",26.213769674301147,0.0,0.055000346351134745,0.07190687332291182,0.6832866515321373,0.47323759636038987,2.1922432374841088,2.36474356804038,176236243941144.28,198444643619132.2,4.48510110760206,2.432309239022463,5
"MLP[y,SolarDay%]",5.737269878387451,0.0,0.00021514985554729665,1.0435031959303428e-05,0.5672660330129331,0.2719724629496979,1.300550061685356,0.9750682199900064,159132281282091.62,299180680159250.6,3.7985320055402423,1.563278383224487,6
MLP[SolarDay%],5.737269878387451,0.0,0.00021514985554729665,1.0435031959303428e-05,0.6950804889658999,0.23648296730374652,1.8075456483580157,1.02023417669671,269300352403583.5,603883073135745.2,4.087235909863829,0.9766448095075246,6
MLP[y],5.737269878387451,0.0,0.00021514985554729665,1.0435031959303428e-05,0.5943497635344385,0.35025862465375085,1.4150795333297046,1.240641857266127,133922423979673.4,249487080755183.06,3.9197125828609223,1.984388875086697,6
LR(12)[SolarDay%],0.04186272621154785,0.0,0.0002826229775516436,1.3404645496551344e-05,0.6935871441701681,0.24022401033666188,1.8062767969289806,1.0373662268537693,266764763294375.22,598643385796084.4,4.083689929977091,0.9956499348686053,6
LR(6)[SolarDay%],0.01833033561706543,0.0,0.00024182683578108678,1.1748341686119186e-05,0.6988630270197854,0.24384887685432374,1.8093484310833656,1.0437876629617835,272011778713006.22,599572935339019.5,4.094086508013839,0.9692931682268211,6
DT[SolarDay%],0.20002245903015137,0.0,0.0002998077105678888,3.126547690396779e-05,0.7040864759802924,0.45724158135032444,2.522534177068031,2.325862211518497,167333830840924.8,536560300697728.06,5.270575701126868,2.300767331060986,6
RF[SolarDay%],12.37040638923645,0.0,0.015219182357150533,0.002227137593208347,0.6607585485903987,0.3363772541020587,1.9462966618981175,1.532003272305698,206704087813350.28,547981789409700.4,5.124153162721337,1.6284831381964802,6
"tf::LSTM(10,10)[y]*n=10,step=2",17.030465841293335,0.0,0.04396546252258641,0.04981782116135976,0.6115552460564241,0.39004398706849563,1.6343859645111232,1.5792335507281736,142376335846759.2,197089151845316.94,4.076438545749032,2.1764086278642307,6
"tf::LSTM(10,10)[y]*n=10,step=28",17.657370805740356,0.0,0.048477036043129924,0.07439155485667998,0.6112973097204365,0.4231653546939935,1.8331789775297709,1.9571448995959815,105784150503722.77,188454668560921.5,4.308154290818367,2.3293052768830433,6
"tf::LSTM(20,10)[y]*n=20,step=28",26.67574715614319,0.0,0.05201032566824995,0.04996695844369713,0.6773159977477893,0.49064594762313285,2.293335637286243,2.515910393287417,123199796501623.89,173048148014282.84,4.64516074670214,2.51256419580197,6
"MLP[y,SolarDay%,qACId(8)]",25.963895082473755,0.0,0.000394498405350284,2.6934595921132624e-05,0.5387070119923136,0.28518127417016165,1.2220444125198515,1.03234774673898,185366134201107.62,454817868864049.4,3.5909871047507487,1.52848625440326,7
"MLP[SolarDay%,qACId(8)]",25.963895082473755,0.0,0.000394498405350284,2.6934595921132624e-05,0.5646750682511804,0.31446089160864854,1.3582957119920043,1.3166524941445854,269941583694112.2,736573004797978.6,3.5520715817022204,1.70585241836585,7
"MLP[y,qACId(8)]",25.963895082473755,0.0,0.000394498405350284,2.6934595921132624e-05,0.5730453238352302,0.3435089373290437,1.3375664237995055,1.3131381049107755,197208868582387.9,238644837565761.9,3.796422447488762,2.0762362994358625,7
"LR(12)[SolarDay%,qACId(8)]",0.8257768154144287,0.0,0.0005588564700070862,0.00040552021265216804,0.5673051461717998,0.2962251436625148,1.3526497967895632,1.2354166517238934,233533516973676.94,751388601239585.1,3.543362686396987,1.5530919085234836,7
"LR(6)[SolarDay%,qACId(8)]",0.14860796928405762,0.0,0.00032906611981830224,7.285280416066754e-06,0.5829658215135289,0.2993289580516589,1.359599803348153,1.2397385993998664,274010031898073.53,762111714355991.9,3.527869304110982,1.5419646981500992,7
"DT[SolarDay%,qACId(8)]",0.26767683029174805,0.0,0.00033768305871480025,0.0012760771045621847,0.72761232951417,0.37832029887835184,2.699851498377873,1.8290404400360494,215030328053999.06,702870589610280.8,6.755748061368322,2.0141843066471203,7
"RF[SolarDay%,qACId(8)]",11.896592140197754,0.0,0.011520304055599118,0.0020712993987269794,0.6281037347877354,0.32062122142177574,1.8923385304645575,1.4041957717892255,222497270762441.97,720414569121755.0,5.60247905017059,1.6160085567945648,7
"tf::LSTM(10,10)[y,qACId(8)]*n=10,step=2",17.682461261749268,0.0,0.05269100340628026,0.05055974956152915,0.6145227844437545,0.42804461097315094,1.758543810770916,1.8753342379632845,133427057268596.66,168373254725115.4,4.181072417908331,2.444034250393032,7
"tf::LSTM(10,10)[y,qACId(8)]*n=10,step=28",16.753954648971558,0.0,0.04931162990899471,0.1380703429500496,0.6188402656290747,0.41214489788703346,1.81480304783059,1.878226525939198,131509934321288.45,219147945060242.94,4.282771811409687,2.255792110719701,7
"tf::LSTM(20,10)[y,qACId(8)]*n=20,step=28",26.907074213027954,0.0,0.05178648250016661,0.04952291528262287,0.6807712230119555,0.5007215674099759,2.2656361638228515,2.520853523208515,139459691556666.52,161918245015796.06,4.514794908960205,2.50840153790384,7
