Name,FT,FT,PT,PT,MAE,MAE,MSE,MSE
Param,Mean,Std,Mean,Std,Mean,Std,Mean,Std
RF[SolarDay%],12.362114667892456,0.0,0.01285998137216382,0.002975339259144542,1.7803015779124718,0.8993530437304101,12.680680531859473,10.294321826597658
"RF[SolarDay%,qACId(4)]",12.362114667892456,0.0,0.01285998137216382,0.002975339259144542,1.6920769830858364,0.8057931625636784,12.089020959315526,8.551413769581824
"RF[SolarDay%,qACId(6)]",12.362114667892456,0.0,0.01285998137216382,0.002975339259144542,1.7004190759818263,0.7733313794326403,12.079666091615376,8.043024574395345
"RF[SolarDay%,qACId(8)]",12.362114667892456,0.0,0.01285998137216382,0.002975339259144542,1.6694409493154378,0.7822355721899792,11.779034513010505,8.098793824196925
