,name,instance,k,n,n_steps,FT_Mean,FT_Std,PT_Mean,PT_Std,MAE_Mean,MAE_Std,MSE_Mean,MSE_Std
6,"LSTM_qACId4[qACId(4),y,Day%,Declination,Elevation,SolarDay%]*n=56,step=10",2,100,56,10,67.1325933933258,0.0,0.11694852399154448,0.04179963558791806,1.6638984916129582,1.0428536032801274,11.584606990028918,10.842981607294613
7,"LSTM_qACId6[qACId(6),y,Day%,Declination,Elevation,SolarDay%]*n=56,step=10",2,100,56,10,67.1325933933258,0.0,0.11694852399154448,0.04179963558791806,1.7216569191585667,1.1101749830837542,12.69162230877142,12.526133621068821
8,"LSTM_qACId8[qACId(8),y,Day%,Declination,Elevation,SolarDay%]*n=56,step=10",2,100,56,10,67.1325933933258,0.0,0.11694852399154448,0.04179963558791806,1.7017487124034374,1.0769075262317973,12.148477783164058,11.895535014516923
9,"LSTM_qACId[4,6,8][qACId(4),qACId(6),qACId(8),y,Day%,Declination,Elevation,SolarDay%]*n=56,step=10",2,100,56,10,67.1325933933258,0.0,0.11694852399154448,0.04179963558791806,1.7288996316885632,1.0993911525726752,12.590567684554776,11.762392949135128
0,"MLP_base[y,Day%,Declination,Elevation,SolarDay%]*n=84,step=10",0,100,84,10,22.04119563102722,0.0,0.10347000005185437,0.040600247246671176,0.5765560785430097,0.3872286732358291,1.5576241149452252,1.4937432384514422
1,"MLP_qACId4[qACId(4),y,Day%,Declination,Elevation,SolarDay%]*n=84,step=10",0,100,84,10,22.04119563102722,0.0,0.10347000005185437,0.040600247246671176,0.5761653794875671,0.3892784055107592,1.5392853876818873,1.5244600069783618
2,"MLP_qACId6[qACId(6),y,Day%,Declination,Elevation,SolarDay%]*n=84,step=10",0,100,84,10,22.04119563102722,0.0,0.10347000005185437,0.040600247246671176,0.5868922924652831,0.3952691381967495,1.5915767858309198,1.6191233125993123
3,"MLP_qACId8[qACId(8),y,Day%,Declination,Elevation,SolarDay%]*n=84,step=10",0,100,84,10,22.04119563102722,0.0,0.10347000005185437,0.040600247246671176,0.6024459495752214,0.42098468957575336,1.7204013912003266,1.802603830004204
4,"MLP_qACId[4,6,8][qACId(4),qACId(6),qACId(8),y,Day%,Declination,Elevation,SolarDay%]*n=84,step=10",0,100,84,10,22.04119563102722,0.0,0.10347000005185437,0.040600247246671176,0.5915098332711908,0.4277434269539414,1.718720983323863,1.8478264823320365
5,"LSTM_base[y,Day%,Declination,Elevation,SolarDay%]*n=84,step=10",0,100,84,10,73.13050127029419,0.0,0.12461636989561628,0.04364683171158804,0.6074713884862345,0.4103766604252511,1.7355401344582246,1.77537364151268
6,"LSTM_qACId4[qACId(4),y,Day%,Declination,Elevation,SolarDay%]*n=84,step=10",0,100,84,10,73.13050127029419,0.0,0.12461636989561628,0.04364683171158804,0.6083949981990138,0.41323817793614015,1.7424536968818,1.8853899108640386
7,"LSTM_qACId6[qACId(6),y,Day%,Declination,Elevation,SolarDay%]*n=84,step=10",0,100,84,10,73.13050127029419,0.0,0.12461636989561628,0.04364683171158804,0.6075557751329863,0.41299964597072264,1.7651373448425791,1.8089552178792878
8,"LSTM_qACId8[qACId(8),y,Day%,Declination,Elevation,SolarDay%]*n=84,step=10",0,100,84,10,73.13050127029419,0.0,0.12461636989561628,0.04364683171158804,0.6220773425398815,0.44154643835126983,1.8699538829910405,2.069759257416134
9,"LSTM_qACId[4,6,8][qACId(4),qACId(6),qACId(8),y,Day%,Declination,Elevation,SolarDay%]*n=84,step=10",0,100,84,10,73.13050127029419,0.0,0.12461636989561628,0.04364683171158804,0.6274269917022475,0.46034234588377076,1.9593885345052957,2.263027241080097
0,"MLP_base[y,Day%,Declination,Elevation,SolarDay%]*n=84,step=10",1,100,84,10,21.398596048355103,0.0,0.10129485953817129,0.016331869421387257,0.3721195561064051,0.2430890665093618,0.5124656657034841,0.5533968191535431
1,"MLP_qACId4[qACId(4),y,Day%,Declination,Elevation,SolarDay%]*n=84,step=10",1,100,84,10,21.398596048355103,0.0,0.10129485953817129,0.016331869421387257,0.3626879770500971,0.24174959657002396,0.5008283202119725,0.5200295870404061
2,"MLP_qACId6[qACId(6),y,Day%,Declination,Elevation,SolarDay%]*n=84,step=10",1,100,84,10,21.398596048355103,0.0,0.10129485953817129,0.016331869421387257,0.3512434588104698,0.2307487347342243,0.46800881288667334,0.4911868830737825
3,"MLP_qACId8[qACId(8),y,Day%,Declination,Elevation,SolarDay%]*n=84,step=10",1,100,84,10,21.398596048355103,0.0,0.10129485953817129,0.016331869421387257,0.37536006368657576,0.24524207280480867,0.5227039767381442,0.5619199371638587
4,"MLP_qACId[4,6,8][qACId(4),qACId(6),qACId(8),y,Day%,Declination,Elevation,SolarDay%]*n=84,step=10",1,100,84,10,21.398596048355103,0.0,0.10129485953817129,0.016331869421387257,0.36674707595706585,0.24334925740331773,0.5150060535235275,0.5772629588008534
5,"LSTM_base[y,Day%,Declination,Elevation,SolarDay%]*n=84,step=10",1,100,84,10,78.02370619773865,0.0,0.12088500689663263,0.036228756678156684,0.3908488778469253,0.27615545225450167,0.6106441178632481,0.7212592874468263
6,"LSTM_qACId4[qACId(4),y,Day%,Declination,Elevation,SolarDay%]*n=84,step=10",1,100,84,10,78.02370619773865,0.0,0.12088500689663263,0.036228756678156684,0.3773298434894314,0.2663041506664845,0.5546139894015718,0.6345340105339319
7,"LSTM_qACId6[qACId(6),y,Day%,Declination,Elevation,SolarDay%]*n=84,step=10",1,100,84,10,78.02370619773865,0.0,0.12088500689663263,0.036228756678156684,0.39931523941894687,0.2995327551717352,0.6543001523995684,0.8667056637147799
8,"LSTM_qACId8[qACId(8),y,Day%,Declination,Elevation,SolarDay%]*n=84,step=10",1,100,84,10,78.02370619773865,0.0,0.12088500689663263,0.036228756678156684,0.37598898205751036,0.25541381805415275,0.5496099767747424,0.6104136815046767
