Name,FT,FT,PT,PT,MAE,MAE,MSE,MSE,MAPE,MAPE,ME,ME,i
"tf::LSTM(10,10)[y,qOCId(2)]*n=10,step=2",16.17145013809204,0.0,0.05131002986663563,0.04947517116768042,0.6072427331146658,0.4063991432080318,1.6547332460539868,1.70246194686743,133892879498032.47,168094834129690.22,4.0403996540923215,2.2696824800079143,1
"tf::LSTM(10,10)[y,qOCId(2)]*n=10,step=28",15.654200792312622,0.0,0.04324230842271555,0.04962397712527705,0.6150889754789641,0.40549563493654134,1.7864029074681123,1.8228074486355528,139986742341287.05,226356103656009.03,4.29916040166763,2.252354563302212,1
"tf::LSTM(20,10)[y,qOCId(2)]*n=20,step=28",25.359833478927612,0.0,0.05033632905370346,0.049347085924235916,0.6827777041199494,0.4445285820138492,2.0550391362642135,2.1372029778400097,223143064764905.44,230690383973848.38,4.416850768066991,2.2732227612487934,1
"MLP[y,SolarDay%,qOCId(3)]",18.710718393325806,0.0,0.00037257585020782557,1.7544183923274407e-05,0.5453072707714809,0.28120032601569367,1.2394767368199848,1.023844824694036,156080808246589.94,293990567646932.25,3.6370537667006166,1.558724831528332,2
"MLP[SolarDay%,qOCId(3)]",18.710718393325806,0.0,0.00037257585020782557,1.7544183923274407e-05,0.5899994060250489,0.26791324205612144,1.336511924262547,1.1374846440876132,256480046788642.72,420101806318764.75,3.5853227739646,1.4582269118041988,2
"MLP[y,qOCId(3)]",18.710718393325806,0.0,0.00037257585020782557,1.7544183923274407e-05,0.6111817791360548,0.3329971897404283,1.3880664675861636,1.2216891362891071,256388777100406.38,265820699854532.0,3.8567454017975003,1.9632754906632324,2
"LR(12)[SolarDay%,qOCId(3)]",0.8840844631195068,0.0,0.00053211839086166,6.177533394762443e-05,0.5737151917038961,0.2704906555115529,1.3330554548806326,1.143318872378063,192561878304948.2,413609992140433.3,3.5858546037729453,1.4713017219424767,2
"LR(6)[SolarDay%,qOCId(3)]",0.13341331481933594,0.0,0.0003251119576456819,1.0295673747974434e-05,0.5809591633549476,0.2742946861337527,1.3375057706568692,1.145999778418067,197830434377126.62,413887910548716.25,3.5846342763232264,1.44997077004112,2
"DT[SolarDay%,qOCId(3)]",0.19559025764465332,0.0,0.0002777802246858815,2.1613802076919006e-05,0.7059746207224612,0.4133173592470174,2.556060497549056,2.042101740204005,164080693656465.56,443776499215756.5,5.893571615445743,2.5022665069418313,2
"RF[SolarDay%,qOCId(3)]",11.468029975891113,0.0,0.013101571781721619,0.0016220310681309895,0.6245384398767586,0.3324190736659591,1.8610766879643679,1.4968010436841703,174630535070506.38,424931447641264.1,5.3614102418723615,1.838606066933535,2
"tf::LSTM(10,10)[y,qOCId(3)]*n=10,step=2",15.903200149536133,0.0,0.05323049417777314,0.05513041686434157,0.6173552751738138,0.44456550026445096,1.7922045953934562,1.9940093405471397,157415438992308.94,169133526147618.66,4.127261217403176,2.471875753754324,2
"tf::LSTM(10,10)[y,qOCId(3)]*n=10,step=28",16.313629865646362,0.0,0.0459182362038445,0.05781815041995442,0.6165245121640474,0.4314141577256389,1.8613999955934584,2.0477308750262457,119359160449653.06,182240809073477.47,4.267171484313743,2.372050979170417,2
"tf::LSTM(20,10)[y,qOCId(3)]*n=20,step=28",24.93647027015686,0.0,0.052635252641768174,0.05813785823233531,0.6663965974697365,0.44189169958007996,2.076024886467903,2.12059084426627,151300657288154.6,221313921280008.4,4.528052345500343,2.294143053660543,2
"MLP[y,SolarDay%,qOCId(4)]",13.953398704528809,0.0,0.0003670231545535967,2.074801721402614e-05,0.5598279208733188,0.29484936420148544,1.2526933147262012,1.1380217621429785,223224672897844.47,314725896198325.1,3.6010394715734537,1.5307456633259504,3
"MLP[SolarDay%,qOCId(4)]",13.953398704528809,0.0,0.0003670231545535967,2.074801721402614e-05,0.591241286892312,0.3021107871287888,1.3079039225137177,1.2720211117574267,330029954349031.7,399627631706047.25,3.524135501324939,1.5645838710303919,3
"MLP[y,qOCId(4)]",13.953398704528809,0.0,0.0003670231545535967,2.074801721402614e-05,0.5944613439994849,0.3454993985341691,1.3942413176275013,1.3388936452168565,222745615813275.0,257180566425076.03,3.8513767241833845,2.049136211385535,3
"LR(12)[SolarDay%,qOCId(4)]",0.8816573619842529,0.0,0.0005258623936050117,6.378024229594373e-05,0.5574529562064334,0.29261045513911005,1.300650452077189,1.2467401829080753,180452301232790.44,393493221095060.25,3.521204304969072,1.5487260208500235,3
"LR(6)[SolarDay%,qOCId(4)]",0.13067841529846191,0.0,0.00032249665858021686,1.1244216082914944e-05,0.5648568651456224,0.2956921028699463,1.3039908999488405,1.2463914823661408,185785652764351.88,393453119333219.4,3.5138886167273564,1.5282032019734695,3
"DT[SolarDay%,qOCId(4)]",0.20241069793701172,0.0,0.0002719970798758079,2.2847714856775266e-05,0.7036315292684409,0.4037016808149782,2.5424676970356543,1.964440499390426,163161733332610.2,440127037065682.4,6.084988629659105,2.4909488429493405,3
"RF[SolarDay%,qOCId(4)]",11.847105264663696,0.0,0.01256559751824084,0.001558916803838827,0.6158303730471476,0.33799632465139945,1.8464251658494886,1.5226103889113913,169747131458859.97,417854150965207.6,5.3652169339563525,1.841359564029432,3
"tf::LSTM(10,10)[y,qOCId(4)]*n=10,step=2",16.057966947555542,0.0,0.05270078388097226,0.07970046369043327,0.606782147369696,0.44955325725949546,1.8028099680009106,2.070515972705644,117188936803098.23,153790602480001.9,4.210252568967647,2.5265081834690806,3
"tf::LSTM(10,10)[y,qOCId(4)]*n=10,step=28",16.0188729763031,0.0,0.04322652099524368,0.04960271419308024,0.616979436590116,0.4382546009068275,1.9076233750022176,2.1028449101219047,117547087724271.16,177087276430622.94,4.305777147135729,2.4175448132764448,3
"tf::LSTM(20,10)[y,qOCId(4)]*n=20,step=28",25.090017318725586,0.0,0.0499185194212082,0.04862590927628696,0.679273577945379,0.5023750700723385,2.299660232599544,2.5496643703210866,131587345736733.42,161814978263199.03,4.560594203935451,2.545866441853906,3
"MLP[y,SolarDay%,qOCId(5)]",18.814898014068604,0.0,0.0003733269683497862,3.304789337771851e-05,0.5611696297723079,0.3003587324904067,1.2899576864039026,1.1404329371361086,184055648718765.8,287791871329834.1,3.5820015801830443,1.4957285511185965,4
"MLP[SolarDay%,qOCId(5)]",18.814898014068604,0.0,0.0003733269683497862,3.304789337771851e-05,0.5912969608951063,0.28533614743884095,1.3355361371390293,1.2346567579619372,261103278314487.3,392762106814467.94,3.508964034108289,1.455399030181565,4
"MLP[y,qOCId(5)]",18.814898014068604,0.0,0.0003733269683497862,3.304789337771851e-05,0.5994384587856975,0.34379742792009776,1.4065229873772387,1.2781155999562503,205229983293731.47,257951782562558.72,3.8371340649828065,1.979741797463195,4
"LR(12)[SolarDay%,qOCId(5)]",0.8641631603240967,0.0,0.0007046743355753694,0.0011735296956558847,0.5678786734409511,0.30183889308658396,1.3450845842956967,1.2943459617895468,171733053310968.34,358714319209472.06,3.531943246221137,1.5264947658729437,4
"LR(6)[SolarDay%,qOCId(5)]",0.1390700340270996,0.0,0.000329342393157874,2.2730621924703906e-05,0.5795719351228551,0.3049311816075136,1.3445013722747072,1.288002429670448,194843429557830.75,358156628767357.6,3.5145823529362543,1.5012051446152246,4
"DT[SolarDay%,qOCId(5)]",0.20391297340393066,0.0,0.0002728803576201117,2.6279713206247384e-05,0.712319349142363,0.40922377898385415,2.599214587586268,2.0100389959706577,159445556828927.56,406339899181523.56,6.184186801426517,2.3786648415914122,4
"RF[SolarDay%,qOCId(5)]",11.552858114242554,0.0,0.012716000458656247,0.0036462617877381794,0.6232614485389427,0.345577583894215,1.8689200892000535,1.5744309651746267,164784225103924.3,386015401556483.3,5.345335466664427,1.781632665097693,4
"tf::LSTM(10,10)[y,qOCId(5)]*n=10,step=2",16.339399814605713,0.0,0.05717537728524806,0.062387257468024364,0.6038936777263264,0.4209802440190267,1.6863802546653768,1.8803396359722142,160976967431563.3,164006928516238.53,4.071633558949463,2.4377893411639184,4
"tf::LSTM(10,10)[y,qOCId(5)]*n=10,step=28",16.019217014312744,0.0,0.05145674827703194,0.10471741203441373,0.6123147560678932,0.42105433538862097,1.8420869268166078,1.9896306443653813,116944322699551.28,196232734903184.78,4.270222145228355,2.35027353997074,4
"tf::LSTM(20,10)[y,qOCId(5)]*n=20,step=28",25.032434463500977,0.0,0.05340230564553093,0.04989890061474677,0.6849729828417058,0.5069042431221102,2.33916090485374,2.635390985476503,146102674867906.7,173558559012231.75,4.584058765006009,2.558450032749998,4
"MLP[y,SolarDay%,qOCId(6)]",22.496371746063232,0.0,0.0003831911219859854,1.5126835178950038e-05,0.5364407567769222,0.29923625600864057,1.2365449641553536,1.0760803737831737,129436076202246.42,277307147471526.44,3.5696781911131548,1.539513991322339,5
"MLP[SolarDay%,qOCId(6)]",22.496371746063232,0.0,0.0003831911219859854,1.5126835178950038e-05,0.5743775622354902,0.29738844799841835,1.274110279143,1.2250761175078664,258124566229861.44,358207345774524.2,3.457242667286487,1.5249168651423115,5
"MLP[y,qOCId(6)]",22.496371746063232,0.0,0.0003831911219859854,1.5126835178950038e-05,0.5955352439498891,0.33919204413181575,1.4095811116902064,1.3385774104368693,208091725516218.22,250877446348835.03,3.8734048551103313,2.0388048142896698,5
"LR(12)[SolarDay%,qOCId(6)]",0.9056887626647949,0.0,0.0005838206883592526,0.0006614311306462707,0.5538323983829062,0.2960009662858419,1.2732402774240033,1.2284444880567673,166328531673092.0,352460404544487.1,3.454853649083575,1.5149993092948273,5
"LR(6)[SolarDay%,qOCId(6)]",0.14358019828796387,0.0,0.00032085894210092867,9.958604963976185e-06,0.5612064092972094,0.2990835179247166,1.2741587480258785,1.2285297116160974,176766151067967.8,352517895574385.06,3.4421279246297107,1.5009800034826353,5
"DT[SolarDay%,qOCId(6)]",0.27928996086120605,0.0,0.0003469900168416228,0.0015682659251564036,0.7151589502593091,0.40161117921529826,2.6099613471927685,1.964031651388803,166035128803087.1,434373418972519.56,6.328295571138723,2.328539399781906,5
"RF[SolarDay%,qOCId(6)]",11.546940803527832,0.0,0.011961266190892807,0.0017010994306846073,0.6222595651783652,0.3390463163135499,1.8761347018480548,1.5272855253275446,169220442768245.25,408343914718300.4,5.48558807271411,1.763131954021905,5
"tf::LSTM(10,10)[y,qOCId(6)]*n=10,step=2",17.447901964187622,0.0,0.051977880817934,0.050170102834135415,0.6026637298929028,0.41056381900256794,1.6457156918281273,1.7168905178602238,122494919425495.94,176171069003027.28,3.9728817458144823,2.3326603281100065,5
"tf::LSTM(10,10)[y,qOCId(6)]*n=10,step=28",17.644773960113525,0.0,0.049119900860162165,0.10242134846557227,0.6192431236071275,0.3974142918272383,1.7691669606478544,1.7792324358311378,142471776247750.7,232220558755476.47,4.2367264699183185,2.2038453545739447,5
"tf::LSTM(20,10)[y,qOCId(6)]*n=20,step=28",26.75484561920166,0.0,0.05381803127384451,0.07412377881511094,0.6860547323844527,0.49358415315561777,2.3063492817709967,2.5232162023776175,160250938529166.78,173458967424117.9,4.597300309232218,2.5196800866743354,5
